;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
Gastos de capital;15991000,0;12826000,0;13233000,0;13117000,0;11979000,0;36576000,0;42033000,0;55916000,0;104190000,0;115625000,0;69347000,0;51231000,0
Venta de inmobilizado material;236000,0;-2000,0;0,0;1579000,0;1856000,0;616000,0;463000,0;6000,0;0,0;0,0;0,0;0,0
Adquisiciones con efectivo;5169000,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2046881000,0;0,0;0,0;0,0
Desinversiones;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Inversion en valores negociables y de renta variable;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Efectivo de la inversion;0,0;0,0;0,0;-10972000,0;-10110000,0;-36236000,0;-41762000,0;-55925000,0;-2151091000,0;-115671000,0;-69347000,0;-51231000,0
Deuda total emitida;0,0;0,0;0,0;0,0;0,0;0,0;0,0;700000000,0;0,0;0,0;0,0;0,0
Total de la deuda reembolsada;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Emision de acciones ordinarias;1342000,0;1864000,0;420000,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Recompra de acciones comunes;145858000,0;85926000,0;0,0;50000000,0;63131000,0;147190000,0;170832000,0;1000000000,0;0,0;175019000,0;552451000,0;582320000,0
Emision de acciones preferentes;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Dividendos comunes pagados;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Dividendos preferenciales pagados;8234000,0;11900000,0;12000000,0;12000000,0;21015000,0;2985000,0;0,0;0,0;0,0;0,0;0,0;0,0
Dividendos de acciones comunes y preferentes pagados;8234000,0;11900000,0;12000000,0;12000000,0;21015000,0;2985000,0;0,0;0,0;0,0;0,0;0,0;0,0
Efectivo de Financiamiento;0,0;0,0;0,0;-65370000,0;-148802000,0;-68638000,0;-198038000,0;-429638000,0;1529659000,0;-859639000,0;-886048000,0;-714565000,0
Ajustes del tipo de cambio de divisas;-3420000,0;-13982000,0;-430000,0;2641000,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Cambio neto en efectivo;-49632000,0;-124171000,0;4224000,0;24563000,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
Intereses en efectivo pagados;616000,0;917000,0;653000,0;434000,0;462000,0;7519000,0;6658000,0;10210000,0;127809000,0;151621000,0;99463000,0;77684000,0
Impuestos en efectivo pagados;33655000,0;19923000,0;12344000,0;13208000,0;18633000,0;16050000,0;20816000,0;159680000,0;130084000,0;179721000,0;124959000,0;185066000,0
Deuda total;16946000,0;6399000,0;2378000,0;706000,0;120000000,0;205000000,0;180000000,0;771390000,0;2322389000,0;1664324000,0;1349339000,0;1230885000,0
Flujo de caja libre;-15991000,0;-12826000,0;-13233000,0;85147000,0;102183000,0;53382000,0;224869000,0;511249000,0;498952000,0;814819000,0;923139000,0;659200000,0
